id,county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
5856,Modoc,0.0,0.0,0,0,2020-07-28T00:00:00
5857,Monterey,4047.0,24.0,87,1,2020-07-28T00:00:00
5858,San Diego,28007.0,547.0,498,14,2020-07-28T00:00:00
5859,Contra Costa,7426.0,108.0,170,4,2020-07-28T00:00:00
5860,Mariposa,45.0,2.0,2,0,2020-07-28T00:00:00
5861,Sutter,653.0,6.0,33,2,2020-07-28T00:00:00
5862,Riverside,36458.0,672.0,636,1,2020-07-28T00:00:00
5863,Kings,3721.0,50.0,36,1,2020-07-28T00:00:00
5864,Amador,77.0,0.0,5,0,2020-07-28T00:00:00
5865,Butte,857.0,7.0,14,0,2020-07-28T00:00:00
5866,San Benito,503.0,3.0,5,1,2020-07-28T00:00:00
5867,Lake,179.0,1.0,3,0,2020-07-28T00:00:00
5868,Yolo,1459.0,39.0,20,2,2020-07-28T00:00:00
5869,Calaveras,105.0,1.0,2,0,2020-07-28T00:00:00
5870,Placer,1759.0,15.0,80,0,2020-07-28T00:00:00
5871,Sacramento,9429.0,121.0,338,7,2020-07-28T00:00:00
5872,Santa Clara,9307.0,185.0,150,1,2020-07-28T00:00:00
5873,Shasta,275.0,8.0,0,0,2020-07-28T00:00:00
5874,Trinity,3.0,0.0,0,0,2020-07-28T00:00:00
5875,San Bernardino,30493.0,395.0,565,11,2020-07-28T00:00:00
5876,Mendocino,222.0,6.0,13,0,2020-07-28T00:00:00
5877,Solano,3292.0,36.0,94,1,2020-07-28T00:00:00
5878,Alpine,2.0,0.0,0,0,2020-07-28T00:00:00
5879,El Dorado,558.0,1.0,10,0,2020-07-28T00:00:00
5880,Out Of Country,0.0,0.0,0,0,2020-07-28T00:00:00
5881,Orange,34649.0,566.0,297,2,2020-07-27T00:00:00
5882,Lassen,503.0,0.0,0,0,2020-07-27T00:00:00
5883,Madera,1793.0,21.0,49,2,2020-07-27T00:00:00
5884,Amador,72.0,0.0,5,0,2020-07-27T00:00:00
5885,Mendocino,209.0,6.0,3,0,2020-07-27T00:00:00
5886,Humboldt,218.0,4.0,4,0,2020-07-27T00:00:00
5887,Colusa,271.0,2.0,1,0,2020-07-27T00:00:00
5888,Tehama,192.0,1.0,17,0,2020-07-27T00:00:00
5889,Inyo,43.0,1.0,0,0,2020-07-27T00:00:00
5890,San Francisco,5825.0,56.0,2,0,2020-07-27T00:00:00
5891,Glenn,277.0,1.0,12,0,2020-07-27T00:00:00
5892,Alameda,10645.0,178.0,156,0,2020-07-27T00:00:00
5893,Sierra,1.0,0.0,0,0,2020-07-27T00:00:00
5894,Santa Cruz,984.0,4.0,14,0,2020-07-27T00:00:00
5895,Stanislaus,8288.0,90.0,60,0,2020-07-27T00:00:00
5896,Modoc,0.0,0.0,0,0,2020-07-27T00:00:00
5897,Sutter,620.0,4.0,8,0,2020-07-27T00:00:00
5898,San Mateo,5108.0,117.0,30,0,2020-07-27T00:00:00
5899,Riverside,35822.0,671.0,186,34,2020-07-27T00:00:00
5900,Butte,843.0,7.0,21,2,2020-07-27T00:00:00
5901,Lake,176.0,1.0,2,0,2020-07-27T00:00:00
5902,Placer,1679.0,15.0,51,2,2020-07-27T00:00:00
5903,San Bernardino,29928.0,384.0,383,1,2020-07-27T00:00:00
5904,El Dorado,548.0,1.0,9,0,2020-07-27T00:00:00
5905,San Joaquin,10728.0,110.0,91,0,2020-07-27T00:00:00
5906,San Luis Obispo,1612.0,8.0,47,0,2020-07-27T00:00:00
5907,Napa,769.0,8.0,0,0,2020-07-27T00:00:00
5908,Sonoma,2504.0,24.0,1,0,2020-07-27T00:00:00
5909,Imperial,7789.0,181.0,8,0,2020-07-27T00:00:00
5910,Nevada,268.0,1.0,7,0,2020-07-27T00:00:00
5911,Trinity,3.0,0.0,0,0,2020-07-27T00:00:00
5912,Marin,4669.0,54.0,74,0,2020-07-27T00:00:00
5913,Del Norte,67.0,0.0,0,0,2020-07-27T00:00:00
5914,Solano,3198.0,35.0,1,0,2020-07-27T00:00:00
5915,Los Angeles,176351.0,4375.0,2029,15,2020-07-27T00:00:00
5916,Alpine,2.0,0.0,0,0,2020-07-27T00:00:00
5917,Out Of Country,0.0,0.0,0,0,2020-07-27T00:00:00
5918,Shasta,275.0,8.0,10,0,2020-07-27T00:00:00
5919,Sacramento,9091.0,114.0,119,11,2020-07-27T00:00:00
5920,Santa Clara,9157.0,184.0,171,0,2020-07-27T00:00:00
5921,Calaveras,103.0,1.0,0,0,2020-07-27T00:00:00
5922,Yolo,1439.0,37.0,31,0,2020-07-27T00:00:00
5923,Kings,3685.0,49.0,94,2,2020-07-27T00:00:00
5924,San Benito,498.0,2.0,3,0,2020-07-27T00:00:00
5925,San Diego,27509.0,533.0,523,0,2020-07-27T00:00:00
5926,Contra Costa,7256.0,104.0,161,0,2020-07-27T00:00:00
5927,Monterey,3960.0,23.0,59,0,2020-07-27T00:00:00
5928,Ventura,6998.0,67.0,154,0,2020-07-27T00:00:00
5929,Unassigned,5.0,0.0,-1,0,2020-07-27T00:00:00
5930,Merced,3292.0,27.0,41,0,2020-07-27T00:00:00
5931,Kern,17994.0,123.0,600,0,2020-07-27T00:00:00
5932,Mono,99.0,1.0,17,0,2020-07-27T00:00:00
5933,Tulare,8462.0,168.0,70,0,2020-07-27T00:00:00
5934,Yuba,328.0,3.0,15,0,2020-07-27T00:00:00
5935,Siskiyou,54.0,0.0,0,0,2020-07-27T00:00:00
5936,Santa Barbara,6026.0,32.0,87,0,2020-07-27T00:00:00
5937,Fresno,13485.0,112.0,276,0,2020-07-27T00:00:00
5938,Mariposa,43.0,2.0,0,0,2020-07-27T00:00:00
5939,Plumas,22.0,0.0,0,0,2020-07-27T00:00:00
5940,Tuolumne,115.0,2.0,2,2,2020-07-27T00:00:00
5941,Butte,822.0,5.0,12,0,2020-07-26T00:00:00
5942,San Bernardino,29545.0,383.0,280,11,2020-07-26T00:00:00
5943,San Benito,495.0,2.0,3,0,2020-07-26T00:00:00
5944,Sonoma,2503.0,24.0,91,0,2020-07-26T00:00:00
5945,Mono,82.0,1.0,0,0,2020-07-26T00:00:00
5946,San Francisco,5823.0,56.0,179,0,2020-07-26T00:00:00
5947,Alameda,10489.0,178.0,128,0,2020-07-26T00:00:00
5948,San Luis Obispo,1565.0,8.0,35,0,2020-07-26T00:00:00
5949,San Mateo,5078.0,117.0,55,0,2020-07-26T00:00:00
5950,Sutter,612.0,4.0,9,0,2020-07-26T00:00:00
5951,Madera,1744.0,19.0,20,0,2020-07-26T00:00:00
5952,Contra Costa,7095.0,104.0,175,0,2020-07-26T00:00:00
5953,Imperial,7781.0,181.0,54,0,2020-07-26T00:00:00
5954,Kern,17394.0,123.0,484,0,2020-07-26T00:00:00
5955,Sierra,1.0,0.0,0,0,2020-07-26T00:00:00
5956,El Dorado,539.0,1.0,11,0,2020-07-26T00:00:00
5957,Del Norte,67.0,0.0,0,0,2020-07-26T00:00:00
5958,Monterey,3901.0,23.0,96,1,2020-07-26T00:00:00
5959,Shasta,265.0,8.0,2,0,2020-07-26T00:00:00
5960,Glenn,265.0,1.0,5,0,2020-07-26T00:00:00
5961,Modoc,0.0,0.0,0,0,2020-07-26T00:00:00
5962,Napa,769.0,8.0,23,0,2020-07-26T00:00:00
5963,Santa Cruz,970.0,4.0,31,0,2020-07-26T00:00:00
5964,Plumas,22.0,0.0,0,0,2020-07-26T00:00:00
5965,Mendocino,206.0,6.0,16,0,2020-07-26T00:00:00
5966,Merced,3251.0,27.0,75,0,2020-07-26T00:00:00
5967,Marin,4595.0,54.0,33,0,2020-07-26T00:00:00
5968,Ventura,6844.0,67.0,182,0,2020-07-26T00:00:00
5969,Unassigned,6.0,0.0,3,0,2020-07-26T00:00:00
5970,San Diego,26986.0,533.0,283,0,2020-07-26T00:00:00
5971,Stanislaus,8228.0,90.0,234,3,2020-07-26T00:00:00
5972,Santa Barbara,5939.0,32.0,59,0,2020-07-26T00:00:00
5973,Nevada,261.0,1.0,4,0,2020-07-26T00:00:00
5974,Sacramento,8972.0,103.0,298,0,2020-07-26T00:00:00
5975,Colusa,270.0,2.0,5,0,2020-07-26T00:00:00
5976,Lassen,503.0,0.0,0,0,2020-07-26T00:00:00
5977,Amador,67.0,0.0,0,0,2020-07-26T00:00:00
5978,Tuolumne,113.0,0.0,14,0,2020-07-26T00:00:00
5979,Riverside,35636.0,637.0,715,0,2020-07-26T00:00:00
5980,Mariposa,43.0,2.0,0,1,2020-07-26T00:00:00
5981,Santa Clara,8986.0,184.0,219,0,2020-07-26T00:00:00
5982,Los Angeles,174322.0,4360.0,1711,9,2020-07-26T00:00:00
5983,Siskiyou,54.0,0.0,0,0,2020-07-26T00:00:00
5984,Humboldt,214.0,4.0,2,0,2020-07-26T00:00:00
5985,San Joaquin,10637.0,110.0,290,0,2020-07-26T00:00:00
5986,Kings,3591.0,47.0,75,2,2020-07-26T00:00:00
5987,Placer,1628.0,13.0,32,0,2020-07-26T00:00:00
5988,Out Of Country,0.0,0.0,0,0,2020-07-26T00:00:00
5989,Yuba,313.0,3.0,1,0,2020-07-26T00:00:00
5990,Fresno,13209.0,112.0,343,0,2020-07-26T00:00:00
5991,Calaveras,103.0,1.0,0,0,2020-07-26T00:00:00
5992,Orange,34352.0,564.0,374,2,2020-07-26T00:00:00
5993,Tehama,175.0,1.0,6,0,2020-07-26T00:00:00
5994,Yolo,1408.0,37.0,51,0,2020-07-26T00:00:00
5995,Solano,3197.0,35.0,90,0,2020-07-26T00:00:00
5996,Lake,174.0,1.0,1,0,2020-07-26T00:00:00
5997,Trinity,3.0,0.0,0,0,2020-07-26T00:00:00
5998,Inyo,43.0,1.0,0,0,2020-07-26T00:00:00
5999,Tulare,8392.0,168.0,82,0,2020-07-26T00:00:00
6000,Alpine,2.0,0.0,0,0,2020-07-26T00:00:00
6001,Nevada,257.0,1.0,2,0,2020-07-25T00:00:00
6002,El Dorado,528.0,1.0,12,0,2020-07-25T00:00:00
6003,Alpine,2.0,0.0,0,0,2020-07-25T00:00:00
6004,San Diego,26703.0,533.0,603,9,2020-07-25T00:00:00
6005,Amador,67.0,0.0,1,0,2020-07-25T00:00:00
6006,Out Of Country,0.0,0.0,0,0,2020-07-25T00:00:00
6007,San Bernardino,29265.0,372.0,275,0,2020-07-25T00:00:00
6008,Riverside,34921.0,637.0,408,0,2020-07-25T00:00:00
6009,Sonoma,2412.0,24.0,67,0,2020-07-25T00:00:00
6010,Imperial,7727.0,181.0,41,8,2020-07-25T00:00:00
6011,Shasta,263.0,8.0,1,0,2020-07-25T00:00:00
6012,Sacramento,8674.0,103.0,104,0,2020-07-25T00:00:00
6013,Lake,173.0,1.0,6,0,2020-07-25T00:00:00
6014,Santa Clara,8767.0,184.0,109,1,2020-07-25T00:00:00
6015,Yolo,1357.0,37.0,28,0,2020-07-25T00:00:00
6016,Placer,1596.0,13.0,45,0,2020-07-25T00:00:00
6017,Calaveras,103.0,1.0,1,0,2020-07-25T00:00:00
6018,Fresno,12866.0,112.0,302,0,2020-07-25T00:00:00
6019,San Francisco,5644.0,56.0,33,0,2020-07-25T00:00:00
6020,Butte,810.0,5.0,59,0,2020-07-25T00:00:00
6021,Mariposa,43.0,1.0,2,0,2020-07-25T00:00:00
6022,San Benito,492.0,2.0,7,0,2020-07-25T00:00:00
6023,San Mateo,5023.0,117.0,69,0,2020-07-25T00:00:00
6024,Contra Costa,6920.0,104.0,106,1,2020-07-25T00:00:00
6025,Monterey,3805.0,22.0,57,0,2020-07-25T00:00:00
6026,Sutter,603.0,4.0,10,0,2020-07-25T00:00:00
6027,Madera,1724.0,19.0,45,0,2020-07-25T00:00:00
6028,Modoc,0.0,0.0,0,0,2020-07-25T00:00:00
6029,Trinity,3.0,0.0,0,0,2020-07-25T00:00:00
6030,Ventura,6662.0,67.0,109,0,2020-07-25T00:00:00
6031,Stanislaus,7994.0,87.0,133,1,2020-07-25T00:00:00
6032,Unassigned,3.0,0.0,-2,0,2020-07-25T00:00:00
6033,Santa Cruz,939.0,4.0,9,0,2020-07-25T00:00:00
6034,Merced,3176.0,27.0,76,0,2020-07-25T00:00:00
6035,Glenn,260.0,1.0,9,0,2020-07-25T00:00:00
6036,Sierra,1.0,0.0,0,0,2020-07-25T00:00:00
6037,Plumas,22.0,0.0,0,0,2020-07-25T00:00:00
6038,Kern,16910.0,123.0,786,0,2020-07-25T00:00:00
6039,Alameda,10361.0,178.0,145,0,2020-07-25T00:00:00
6040,Mono,82.0,1.0,0,0,2020-07-25T00:00:00
6041,Tulare,8310.0,168.0,143,0,2020-07-25T00:00:00
6042,Tehama,169.0,1.0,-1,0,2020-07-25T00:00:00
6043,Orange,33978.0,562.0,448,6,2020-07-25T00:00:00
6044,Humboldt,212.0,4.0,2,0,2020-07-25T00:00:00
6045,Yuba,312.0,3.0,5,0,2020-07-25T00:00:00
6046,Tuolumne,99.0,0.0,0,0,2020-07-25T00:00:00
6047,Inyo,43.0,1.0,2,0,2020-07-25T00:00:00
6048,Lassen,503.0,0.0,0,0,2020-07-25T00:00:00
6049,Siskiyou,54.0,0.0,1,0,2020-07-25T00:00:00
6050,Mendocino,190.0,6.0,2,2,2020-07-25T00:00:00
6051,Colusa,265.0,2.0,10,0,2020-07-25T00:00:00
6052,Santa Barbara,5880.0,32.0,104,0,2020-07-25T00:00:00
6053,Marin,4562.0,54.0,45,0,2020-07-25T00:00:00
6054,San Joaquin,10347.0,110.0,157,0,2020-07-25T00:00:00
6055,Del Norte,67.0,0.0,1,0,2020-07-25T00:00:00
6056,Solano,3107.0,35.0,45,0,2020-07-25T00:00:00
6057,Kings,3516.0,45.0,45,0,2020-07-25T00:00:00
6058,Los Angeles,172611.0,4351.0,3533,51,2020-07-25T00:00:00
6059,Napa,746.0,8.0,5,0,2020-07-25T00:00:00
6060,San Luis Obispo,1530.0,8.0,54,0,2020-07-25T00:00:00
6061,Humboldt,210.0,4.0,2,0,2020-07-24T00:00:00
6062,Tulare,8167.0,168.0,269,0,2020-07-24T00:00:00
6063,Napa,741.0,8.0,28,0,2020-07-24T00:00:00
6064,Butte,751.0,5.0,25,0,2020-07-24T00:00:00
6065,Tuolumne,99.0,0.0,6,0,2020-07-24T00:00:00
6066,Fresno,12564.0,112.0,400,8,2020-07-24T00:00:00
6067,Calaveras,102.0,1.0,0,0,2020-07-24T00:00:00
6068,Del Norte,66.0,0.0,0,0,2020-07-24T00:00:00
6069,Solano,3062.0,35.0,100,0,2020-07-24T00:00:00
6070,Kern,16124.0,123.0,1633,8,2020-07-24T00:00:00
6071,Tehama,170.0,1.0,12,0,2020-07-24T00:00:00
6072,Alpine,2.0,0.0,0,0,2020-07-24T00:00:00
6073,Yuba,307.0,3.0,10,0,2020-07-24T00:00:00
6074,Out Of Country,0.0,0.0,0,0,2020-07-24T00:00:00
6075,Placer,1551.0,13.0,32,0,2020-07-24T00:00:00
6076,San Francisco,5611.0,56.0,68,1,2020-07-24T00:00:00
6077,Yolo,1329.0,37.0,50,0,2020-07-24T00:00:00
6078,San Diego,26100.0,524.0,485,12,2020-07-24T00:00:00
6079,Inyo,41.0,1.0,3,0,2020-07-24T00:00:00
6080,Lassen,503.0,0.0,0,0,2020-07-24T00:00:00
6081,Los Angeles,169078.0,4300.0,1880,38,2020-07-24T00:00:00
6082,Siskiyou,53.0,0.0,0,0,2020-07-24T00:00:00
6083,Colusa,255.0,2.0,13,0,2020-07-24T00:00:00
6084,Santa Clara,8658.0,183.0,200,2,2020-07-24T00:00:00
6085,Sonoma,2345.0,24.0,56,2,2020-07-24T00:00:00
6086,Lake,167.0,1.0,7,0,2020-07-24T00:00:00
6087,Santa Barbara,5776.0,32.0,148,0,2020-07-24T00:00:00
6088,Mendocino,188.0,4.0,10,1,2020-07-24T00:00:00
6089,Riverside,34513.0,637.0,680,0,2020-07-24T00:00:00
6090,San Bernardino,28990.0,372.0,869,14,2020-07-24T00:00:00
6091,Sacramento,8570.0,103.0,348,5,2020-07-24T00:00:00
6092,Glenn,251.0,1.0,5,0,2020-07-24T00:00:00
6093,Santa Cruz,930.0,4.0,43,0,2020-07-24T00:00:00
6094,Mariposa,41.0,1.0,1,0,2020-07-24T00:00:00
6095,Madera,1679.0,19.0,20,1,2020-07-24T00:00:00
6096,Imperial,7686.0,173.0,82,3,2020-07-24T00:00:00
6097,Unassigned,5.0,0.0,1,0,2020-07-24T00:00:00
6098,San Joaquin,10190.0,110.0,329,3,2020-07-24T00:00:00
6099,Merced,3100.0,27.0,128,0,2020-07-24T00:00:00
6100,El Dorado,516.0,1.0,25,0,2020-07-24T00:00:00
6101,Ventura,6553.0,67.0,250,4,2020-07-24T00:00:00
6102,Stanislaus,7861.0,86.0,258,7,2020-07-24T00:00:00
6103,Modoc,0.0,0.0,0,0,2020-07-24T00:00:00
6104,Marin,4517.0,54.0,94,19,2020-07-24T00:00:00
6105,Sutter,593.0,4.0,23,0,2020-07-24T00:00:00
6106,Monterey,3748.0,22.0,93,0,2020-07-24T00:00:00
6107,Trinity,3.0,0.0,0,0,2020-07-24T00:00:00
6108,Sierra,1.0,0.0,0,0,2020-07-24T00:00:00
6109,Alameda,10216.0,178.0,292,5,2020-07-24T00:00:00
6110,Nevada,255.0,1.0,8,0,2020-07-24T00:00:00
6111,Contra Costa,6814.0,103.0,195,1,2020-07-24T00:00:00
6112,San Luis Obispo,1476.0,8.0,38,0,2020-07-24T00:00:00
6113,Orange,33530.0,556.0,667,13,2020-07-24T00:00:00
6114,Shasta,262.0,8.0,8,1,2020-07-24T00:00:00
6115,San Mateo,4954.0,117.0,59,3,2020-07-24T00:00:00
6116,Kings,3471.0,45.0,100,0,2020-07-24T00:00:00
6117,Plumas,22.0,0.0,1,0,2020-07-24T00:00:00
6118,San Benito,485.0,2.0,7,0,2020-07-24T00:00:00
6119,Amador,66.0,0.0,5,0,2020-07-24T00:00:00
6120,Mono,82.0,1.0,0,0,2020-07-24T00:00:00
6121,Trinity,3.0,0.0,0,0,2020-07-23T00:00:00
6122,San Diego,25615.0,512.0,506,7,2020-07-23T00:00:00
6123,Ventura,6303.0,63.0,80,0,2020-07-23T00:00:00
6124,Out Of Country,0.0,0.0,0,0,2020-07-23T00:00:00
6125,Marin,4423.0,35.0,50,0,2020-07-23T00:00:00
6126,San Joaquin,9861.0,107.0,233,9,2020-07-23T00:00:00
6127,Glenn,246.0,1.0,10,1,2020-07-23T00:00:00
6128,Inyo,38.0,1.0,0,0,2020-07-23T00:00:00
6129,Mariposa,40.0,1.0,2,0,2020-07-23T00:00:00
6130,Colusa,242.0,2.0,6,2,2020-07-23T00:00:00
6131,Siskiyou,53.0,0.0,1,0,2020-07-23T00:00:00
6132,Fresno,12164.0,104.0,408,0,2020-07-23T00:00:00
6133,Madera,1659.0,18.0,81,2,2020-07-23T00:00:00
6134,Mendocino,178.0,3.0,12,3,2020-07-23T00:00:00
6135,Tehama,158.0,1.0,3,0,2020-07-23T00:00:00
6136,Alameda,9924.0,173.0,246,2,2020-07-23T00:00:00
6137,Santa Cruz,887.0,4.0,21,1,2020-07-23T00:00:00
6138,Sutter,570.0,4.0,19,0,2020-07-23T00:00:00
6139,Butte,726.0,5.0,32,0,2020-07-23T00:00:00
6140,El Dorado,491.0,1.0,25,1,2020-07-23T00:00:00
6141,Napa,713.0,8.0,26,1,2020-07-23T00:00:00
6142,Nevada,247.0,1.0,8,0,2020-07-23T00:00:00
6143,Los Angeles,167198.0,4262.0,1956,49,2020-07-23T00:00:00
6144,Alpine,2.0,0.0,0,0,2020-07-23T00:00:00
6145,Sacramento,8222.0,98.0,194,2,2020-07-23T00:00:00
6146,San Benito,478.0,2.0,13,0,2020-07-23T00:00:00
6147,Calaveras,102.0,1.0,4,0,2020-07-23T00:00:00
6148,Merced,2972.0,27.0,144,1,2020-07-23T00:00:00
6149,Mono,82.0,1.0,0,0,2020-07-23T00:00:00
6150,Kings,3371.0,45.0,100,0,2020-07-23T00:00:00
6151,Sonoma,2289.0,22.0,34,0,2020-07-23T00:00:00
6152,Orange,32863.0,543.0,816,22,2020-07-23T00:00:00
6153,Kern,14491.0,115.0,978,0,2020-07-23T00:00:00
6154,San Francisco,5543.0,55.0,70,2,2020-07-23T00:00:00
6155,Riverside,33833.0,637.0,740,20,2020-07-23T00:00:00
6156,Yuba,297.0,3.0,9,0,2020-07-23T00:00:00
6157,Tulare,7898.0,168.0,258,0,2020-07-23T00:00:00
6158,Unassigned,4.0,0.0,0,0,2020-07-23T00:00:00
6159,Monterey,3655.0,22.0,122,1,2020-07-23T00:00:00
6160,Contra Costa,6619.0,102.0,218,0,2020-07-23T00:00:00
6161,Shasta,254.0,7.0,8,0,2020-07-23T00:00:00
6162,Solano,2962.0,35.0,123,0,2020-07-23T00:00:00
6163,Del Norte,66.0,0.0,0,0,2020-07-23T00:00:00
6164,San Luis Obispo,1438.0,8.0,65,1,2020-07-23T00:00:00
6165,San Bernardino,28121.0,358.0,1301,21,2020-07-23T00:00:00
6166,Placer,1519.0,13.0,50,1,2020-07-23T00:00:00
6167,Modoc,0.0,0.0,0,0,2020-07-23T00:00:00
6168,Stanislaus,7603.0,79.0,202,2,2020-07-23T00:00:00
6169,Sierra,1.0,0.0,0,0,2020-07-23T00:00:00
6170,Humboldt,208.0,4.0,7,0,2020-07-23T00:00:00
6171,Lassen,503.0,0.0,3,0,2020-07-23T00:00:00
6172,Tuolumne,93.0,0.0,2,0,2020-07-23T00:00:00
6173,Plumas,21.0,0.0,1,0,2020-07-23T00:00:00
6174,Santa Barbara,5628.0,32.0,120,0,2020-07-23T00:00:00
6175,Amador,61.0,0.0,3,0,2020-07-23T00:00:00
6176,San Mateo,4895.0,114.0,99,0,2020-07-23T00:00:00
6177,Lake,160.0,1.0,0,0,2020-07-23T00:00:00
6178,Imperial,7604.0,170.0,71,5,2020-07-23T00:00:00
6179,Santa Clara,8458.0,181.0,192,1,2020-07-23T00:00:00
6180,Yolo,1279.0,37.0,46,2,2020-07-23T00:00:00
6181,Kern,13513.0,115.0,1515,10,2020-07-22T00:00:00
6182,Trinity,3.0,0.0,1,0,2020-07-22T00:00:00
6183,Yolo,1233.0,35.0,29,1,2020-07-22T00:00:00
6184,Marin,4373.0,35.0,55,1,2020-07-22T00:00:00
6185,Out Of Country,0.0,0.0,0,0,2020-07-22T00:00:00
6186,Monterey,3533.0,21.0,129,0,2020-07-22T00:00:00
6187,Alameda,9678.0,171.0,288,4,2020-07-22T00:00:00
6188,Calaveras,98.0,1.0,2,0,2020-07-22T00:00:00
6189,Santa Clara,8266.0,180.0,277,2,2020-07-22T00:00:00
6190,Yuba,288.0,3.0,19,0,2020-07-22T00:00:00
6191,Merced,2828.0,26.0,103,4,2020-07-22T00:00:00
6192,Unassigned,4.0,0.0,1,0,2020-07-22T00:00:00
6193,Tehama,155.0,1.0,5,0,2020-07-22T00:00:00
6194,Lassen,500.0,0.0,26,0,2020-07-22T00:00:00
6195,Santa Cruz,866.0,3.0,31,0,2020-07-22T00:00:00
6196,Amador,58.0,0.0,3,0,2020-07-22T00:00:00
6197,Fresno,11756.0,104.0,344,0,2020-07-22T00:00:00
6198,Mendocino,166.0,0.0,6,0,2020-07-22T00:00:00
6199,Madera,1578.0,16.0,70,3,2020-07-22T00:00:00
6200,Colusa,236.0,0.0,9,0,2020-07-22T00:00:00
6201,Stanislaus,7401.0,77.0,417,4,2020-07-22T00:00:00
6202,Modoc,0.0,0.0,0,0,2020-07-22T00:00:00
6203,Sutter,551.0,4.0,18,0,2020-07-22T00:00:00
6204,Butte,694.0,5.0,35,0,2020-07-22T00:00:00
6205,Kings,3271.0,45.0,84,3,2020-07-22T00:00:00
6206,Inyo,38.0,1.0,0,0,2020-07-22T00:00:00
6207,Glenn,236.0,0.0,7,0,2020-07-22T00:00:00
6208,Plumas,20.0,0.0,1,0,2020-07-22T00:00:00
6209,Humboldt,201.0,4.0,3,0,2020-07-22T00:00:00
6210,Placer,1469.0,12.0,56,0,2020-07-22T00:00:00
6211,San Francisco,5473.0,53.0,96,0,2020-07-22T00:00:00
6212,San Mateo,4796.0,114.0,63,0,2020-07-22T00:00:00
6213,Tuolumne,91.0,0.0,16,0,2020-07-22T00:00:00
6214,Siskiyou,52.0,0.0,4,0,2020-07-22T00:00:00
6215,El Dorado,466.0,0.0,26,0,2020-07-22T00:00:00
6216,San Bernardino,26820.0,337.0,1497,4,2020-07-22T00:00:00
6217,San Luis Obispo,1373.0,7.0,35,0,2020-07-22T00:00:00
6218,Napa,687.0,7.0,27,0,2020-07-22T00:00:00
6219,Nevada,239.0,1.0,11,0,2020-07-22T00:00:00
6220,Lake,160.0,1.0,3,0,2020-07-22T00:00:00
6221,Del Norte,66.0,0.0,0,0,2020-07-22T00:00:00
6222,Sonoma,2255.0,22.0,55,2,2020-07-22T00:00:00
6223,Solano,2839.0,35.0,112,0,2020-07-22T00:00:00
6224,Los Angeles,165242.0,4213.0,3037,59,2020-07-22T00:00:00
6225,Mariposa,38.0,1.0,1,0,2020-07-22T00:00:00
6226,Alpine,2.0,0.0,0,0,2020-07-22T00:00:00
6227,Imperial,7533.0,165.0,75,2,2020-07-22T00:00:00
6228,San Joaquin,9628.0,98.0,478,3,2020-07-22T00:00:00
6229,Orange,32047.0,521.0,691,8,2020-07-22T00:00:00
6230,San Diego,25109.0,505.0,587,18,2020-07-22T00:00:00
6231,Santa Barbara,5508.0,32.0,86,0,2020-07-22T00:00:00
6232,Mono,82.0,1.0,3,0,2020-07-22T00:00:00
6233,Shasta,246.0,7.0,5,0,2020-07-22T00:00:00
6234,Tulare,7640.0,168.0,193,0,2020-07-22T00:00:00
6235,Sierra,1.0,0.0,0,0,2020-07-22T00:00:00
6236,Sacramento,8028.0,96.0,239,0,2020-07-22T00:00:00
6237,San Benito,465.0,2.0,21,0,2020-07-22T00:00:00
6238,Ventura,6223.0,63.0,92,1,2020-07-22T00:00:00
6239,Contra Costa,6401.0,102.0,191,0,2020-07-22T00:00:00
6240,Riverside,33093.0,617.0,862,28,2020-07-22T00:00:00
6241,Santa Clara,7989.0,178.0,278,0,2020-07-21T00:00:00
6242,Fresno,11412.0,104.0,521,4,2020-07-21T00:00:00
6243,Yuba,269.0,3.0,11,0,2020-07-21T00:00:00
6244,Lassen,474.0,0.0,0,0,2020-07-21T00:00:00
6245,Mendocino,160.0,0.0,7,0,2020-07-21T00:00:00
6246,Madera,1508.0,13.0,75,0,2020-07-21T00:00:00
6247,Plumas,19.0,0.0,2,0,2020-07-21T00:00:00
6248,Tuolumne,75.0,0.0,0,0,2020-07-21T00:00:00
6249,Kern,11998.0,105.0,1090,0,2020-07-21T00:00:00
6250,Mono,79.0,1.0,1,0,2020-07-21T00:00:00
6251,Tulare,7447.0,168.0,473,1,2020-07-21T00:00:00
6252,Yolo,1204.0,34.0,49,0,2020-07-21T00:00:00
6253,Unassigned,3.0,0.0,-10,0,2020-07-21T00:00:00
6254,Merced,2725.0,22.0,141,0,2020-07-21T00:00:00
6255,Trinity,2.0,0.0,0,0,2020-07-21T00:00:00
6256,Calaveras,96.0,1.0,6,1,2020-07-21T00:00:00
6257,Ventura,6131.0,62.0,219,5,2020-07-21T00:00:00
6258,Monterey,3404.0,21.0,199,2,2020-07-21T00:00:00
6259,Riverside,32231.0,589.0,1068,1,2020-07-21T00:00:00
6260,Out Of Country,0.0,0.0,0,0,2020-07-21T00:00:00
6261,Contra Costa,6210.0,102.0,387,3,2020-07-21T00:00:00
6262,Marin,4318.0,34.0,63,3,2020-07-21T00:00:00
6263,San Benito,444.0,2.0,11,0,2020-07-21T00:00:00
6264,Orange,31356.0,513.0,1019,20,2020-07-21T00:00:00
6265,Shasta,241.0,7.0,8,0,2020-07-21T00:00:00
6266,Sacramento,7789.0,96.0,420,0,2020-07-21T00:00:00
