id,county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
2686,Santa Cruz,2198.0,8.0,18,0,2020-09-19T00:00:00
2687,Tehama,498.0,4.0,8,0,2020-09-19T00:00:00
2688,Madera,4237.0,58.0,26,0,2020-09-19T00:00:00
2689,Mendocino,750.0,18.0,11,0,2020-09-19T00:00:00
2690,Siskiyou,146.0,0.0,0,0,2020-09-19T00:00:00
2691,Mariposa,74.0,2.0,0,0,2020-09-19T00:00:00
2692,Fresno,27668.0,355.0,108,0,2020-09-19T00:00:00
2693,Glenn,547.0,3.0,6,0,2020-09-19T00:00:00
2694,Inyo,177.0,14.0,0,0,2020-09-19T00:00:00
2695,Out Of Country,0.0,0.0,0,0,2020-09-19T00:00:00
2696,Yolo,2739.0,54.0,7,1,2020-09-19T00:00:00
2697,San Joaquin,19580.0,414.0,49,0,2020-09-19T00:00:00
2698,San Diego,44295.0,760.0,286,3,2020-09-19T00:00:00
2699,Ventura,12328.0,143.0,92,0,2020-09-19T00:00:00
2700,Marin,6513.0,112.0,38,0,2020-09-19T00:00:00
2701,Alpine,2.0,0.0,0,0,2020-09-18T00:00:00
2702,Out Of Country,0.0,0.0,0,0,2020-09-18T00:00:00
2703,San Joaquin,19531.0,414.0,92,7,2020-09-18T00:00:00
2704,Ventura,12236.0,143.0,69,1,2020-09-18T00:00:00
2705,Colusa,504.0,6.0,5,0,2020-09-18T00:00:00
2706,Stanislaus,16042.0,329.0,58,4,2020-09-18T00:00:00
2707,Trinity,15.0,0.0,0,0,2020-09-18T00:00:00
2708,Sutter,1586.0,10.0,14,0,2020-09-18T00:00:00
2709,Siskiyou,146.0,0.0,0,0,2020-09-18T00:00:00
2710,Riverside,56248.0,1153.0,241,10,2020-09-18T00:00:00
2711,Kings,7062.0,77.0,47,0,2020-09-18T00:00:00
2712,Butte,2738.0,35.0,18,2,2020-09-18T00:00:00
2713,Unassigned,1.0,0.0,-1,0,2020-09-18T00:00:00
2714,Monterey,9183.0,66.0,70,1,2020-09-18T00:00:00
2715,Mendocino,739.0,18.0,2,0,2020-09-18T00:00:00
2716,Orange,50733.0,1123.0,196,8,2020-09-18T00:00:00
2717,Shasta,668.0,14.0,8,0,2020-09-18T00:00:00
2718,Mariposa,74.0,2.0,0,0,2020-09-18T00:00:00
2719,Mono,147.0,2.0,0,0,2020-09-18T00:00:00
2720,Modoc,22.0,0.0,0,0,2020-09-18T00:00:00
2721,Del Norte,131.0,1.0,0,0,2020-09-18T00:00:00
2722,Yuba,1020.0,7.0,5,0,2020-09-18T00:00:00
2723,Lassen,731.0,0.0,0,0,2020-09-18T00:00:00
2724,Tulare,15435.0,256.0,91,0,2020-09-18T00:00:00
2725,Merced,8691.0,134.0,20,1,2020-09-18T00:00:00
2726,Sierra,6.0,0.0,0,0,2020-09-18T00:00:00
2727,Santa Clara,20058.0,295.0,233,0,2020-09-18T00:00:00
2728,El Dorado,1063.0,4.0,6,0,2020-09-18T00:00:00
2729,Inyo,177.0,14.0,1,0,2020-09-18T00:00:00
2730,Imperial,10460.0,312.0,24,2,2020-09-18T00:00:00
2731,Nevada,504.0,6.0,10,1,2020-09-18T00:00:00
2732,Solano,5961.0,55.0,46,0,2020-09-18T00:00:00
2733,San Francisco,10644.0,96.0,80,5,2020-09-18T00:00:00
2734,San Bernardino,51106.0,858.0,336,19,2020-09-18T00:00:00
2735,Kern,30742.0,350.0,115,10,2020-09-18T00:00:00
2736,Placer,3389.0,41.0,21,0,2020-09-18T00:00:00
2737,Lake,458.0,10.0,25,0,2020-09-18T00:00:00
2738,Calaveras,255.0,14.0,1,1,2020-09-18T00:00:00
2739,Los Angeles,258488.0,6330.0,1242,6,2020-09-18T00:00:00
2740,Santa Cruz,2180.0,8.0,25,0,2020-09-18T00:00:00
2741,San Mateo,9062.0,142.0,78,0,2020-09-18T00:00:00
2742,Madera,4211.0,58.0,59,0,2020-09-18T00:00:00
2743,Marin,6475.0,112.0,18,0,2020-09-18T00:00:00
2744,Alameda,20222.0,370.0,76,5,2020-09-18T00:00:00
2745,Glenn,541.0,3.0,0,0,2020-09-18T00:00:00
2746,Santa Barbara,8824.0,110.0,45,1,2020-09-18T00:00:00
2747,Plumas,45.0,0.0,0,0,2020-09-18T00:00:00
2748,Contra Costa,15667.0,199.0,91,1,2020-09-18T00:00:00
2749,Tehama,490.0,4.0,3,0,2020-09-18T00:00:00
2750,Sacramento,21105.0,375.0,210,4,2020-09-18T00:00:00
2751,San Benito,1257.0,11.0,5,1,2020-09-18T00:00:00
2752,Amador,285.0,16.0,1,0,2020-09-18T00:00:00
2753,Sonoma,6856.0,114.0,102,0,2020-09-18T00:00:00
2754,Humboldt,470.0,6.0,4,0,2020-09-18T00:00:00
2755,Tuolumne,216.0,4.0,2,0,2020-09-18T00:00:00
2756,San Diego,44009.0,757.0,388,3,2020-09-18T00:00:00
2757,Yolo,2732.0,53.0,8,0,2020-09-18T00:00:00
2758,San Luis Obispo,3328.0,27.0,29,0,2020-09-18T00:00:00
2759,Napa,1604.0,13.0,12,0,2020-09-18T00:00:00
2760,Fresno,27560.0,355.0,73,7,2020-09-18T00:00:00
2761,Inyo,176.0,14.0,0,0,2020-09-17T00:00:00
2762,Mono,147.0,2.0,0,0,2020-09-17T00:00:00
2763,Imperial,10436.0,310.0,35,1,2020-09-17T00:00:00
2764,San Joaquin,19439.0,407.0,62,8,2020-09-17T00:00:00
2765,Contra Costa,15576.0,198.0,103,1,2020-09-17T00:00:00
2766,Nevada,494.0,5.0,-1,0,2020-09-17T00:00:00
2767,Sierra,6.0,0.0,0,0,2020-09-17T00:00:00
2768,Mendocino,737.0,18.0,10,0,2020-09-17T00:00:00
2769,Los Angeles,257246.0,6324.0,1145,21,2020-09-17T00:00:00
2770,Lake,433.0,10.0,16,3,2020-09-17T00:00:00
2771,Madera,4152.0,58.0,14,0,2020-09-17T00:00:00
2772,Humboldt,466.0,6.0,11,0,2020-09-17T00:00:00
2773,Sonoma,6754.0,114.0,23,4,2020-09-17T00:00:00
2774,Tuolumne,214.0,4.0,4,1,2020-09-17T00:00:00
2775,Alpine,2.0,0.0,0,0,2020-09-17T00:00:00
2776,Yolo,2724.0,53.0,15,0,2020-09-17T00:00:00
2777,Sutter,1572.0,10.0,5,0,2020-09-17T00:00:00
2778,Siskiyou,146.0,0.0,1,0,2020-09-17T00:00:00
2779,Kings,7015.0,77.0,13,0,2020-09-17T00:00:00
2780,Mariposa,74.0,2.0,0,0,2020-09-17T00:00:00
2781,Modoc,22.0,0.0,0,0,2020-09-17T00:00:00
2782,Shasta,660.0,14.0,25,2,2020-09-17T00:00:00
2783,Marin,6457.0,112.0,27,1,2020-09-17T00:00:00
2784,Monterey,9113.0,65.0,116,0,2020-09-17T00:00:00
2785,Unassigned,2.0,0.0,1,0,2020-09-17T00:00:00
2786,Orange,50537.0,1115.0,123,4,2020-09-17T00:00:00
2787,Colusa,499.0,6.0,2,0,2020-09-17T00:00:00
2788,Trinity,15.0,0.0,0,0,2020-09-17T00:00:00
2789,Ventura,12167.0,142.0,94,1,2020-09-17T00:00:00
2790,Stanislaus,15984.0,325.0,87,4,2020-09-17T00:00:00
2791,Fresno,27487.0,348.0,106,0,2020-09-17T00:00:00
2792,Napa,1592.0,13.0,5,0,2020-09-17T00:00:00
2793,San Luis Obispo,3299.0,27.0,14,0,2020-09-17T00:00:00
2794,Sacramento,20895.0,371.0,285,7,2020-09-17T00:00:00
2795,San Benito,1252.0,10.0,8,0,2020-09-17T00:00:00
2796,Tehama,487.0,4.0,2,1,2020-09-17T00:00:00
2797,Plumas,45.0,0.0,0,0,2020-09-17T00:00:00
2798,Santa Barbara,8779.0,109.0,15,0,2020-09-17T00:00:00
2799,Glenn,541.0,3.0,2,0,2020-09-17T00:00:00
2800,Alameda,20146.0,365.0,137,9,2020-09-17T00:00:00
2801,Santa Cruz,2155.0,8.0,66,0,2020-09-17T00:00:00
2802,Kern,30627.0,340.0,57,0,2020-09-17T00:00:00
2803,San Francisco,10564.0,91.0,62,0,2020-09-17T00:00:00
2804,El Dorado,1057.0,4.0,8,0,2020-09-17T00:00:00
2805,Calaveras,254.0,13.0,0,0,2020-09-17T00:00:00
2806,Tulare,15344.0,256.0,30,1,2020-09-17T00:00:00
2807,Lassen,731.0,0.0,1,0,2020-09-17T00:00:00
2808,Yuba,1015.0,7.0,15,0,2020-09-17T00:00:00
2809,Riverside,56007.0,1143.0,196,7,2020-09-17T00:00:00
2810,San Diego,43621.0,754.0,174,6,2020-09-17T00:00:00
2811,Del Norte,131.0,1.0,0,0,2020-09-17T00:00:00
2812,Placer,3368.0,41.0,17,1,2020-09-17T00:00:00
2813,Amador,284.0,16.0,0,0,2020-09-17T00:00:00
2814,San Mateo,8984.0,142.0,40,0,2020-09-17T00:00:00
2815,Solano,5915.0,55.0,16,3,2020-09-17T00:00:00
2816,Santa Clara,19825.0,295.0,141,2,2020-09-17T00:00:00
2817,San Bernardino,50770.0,839.0,261,1,2020-09-17T00:00:00
2818,Butte,2720.0,33.0,16,0,2020-09-17T00:00:00
2819,Out Of Country,0.0,0.0,0,0,2020-09-17T00:00:00
2820,Merced,8671.0,133.0,25,2,2020-09-17T00:00:00
2821,Glenn,539.0,3.0,8,0,2020-09-16T00:00:00
2822,Sacramento,20610.0,364.0,123,6,2020-09-16T00:00:00
2823,San Luis Obispo,3285.0,27.0,23,1,2020-09-16T00:00:00
2824,Tuolumne,210.0,3.0,1,0,2020-09-16T00:00:00
2825,Placer,3351.0,40.0,20,1,2020-09-16T00:00:00
2826,Marin,6430.0,111.0,7,5,2020-09-16T00:00:00
2827,Sonoma,6731.0,110.0,30,0,2020-09-16T00:00:00
2828,San Bernardino,50509.0,838.0,176,3,2020-09-16T00:00:00
2829,San Benito,1244.0,10.0,7,0,2020-09-16T00:00:00
2830,Tehama,485.0,3.0,1,0,2020-09-16T00:00:00
2831,Mendocino,727.0,18.0,3,0,2020-09-16T00:00:00
2832,Plumas,45.0,0.0,1,0,2020-09-16T00:00:00
2833,Amador,284.0,16.0,2,0,2020-09-16T00:00:00
2834,Humboldt,455.0,6.0,-1,0,2020-09-16T00:00:00
2835,Santa Barbara,8764.0,109.0,40,2,2020-09-16T00:00:00
2836,Orange,50414.0,1111.0,120,6,2020-09-16T00:00:00
2837,Alameda,20009.0,356.0,78,0,2020-09-16T00:00:00
2838,Stanislaus,15897.0,321.0,17,4,2020-09-16T00:00:00
2839,Madera,4138.0,58.0,16,0,2020-09-16T00:00:00
2840,Merced,8646.0,131.0,13,0,2020-09-16T00:00:00
2841,Santa Cruz,2089.0,8.0,10,1,2020-09-16T00:00:00
2842,El Dorado,1049.0,4.0,3,0,2020-09-16T00:00:00
2843,Kern,30570.0,340.0,141,7,2020-09-16T00:00:00
2844,Out Of Country,0.0,0.0,0,0,2020-09-16T00:00:00
2845,Lake,417.0,7.0,1,0,2020-09-16T00:00:00
2846,Los Angeles,256101.0,6303.0,1053,30,2020-09-16T00:00:00
2847,San Francisco,10502.0,91.0,88,0,2020-09-16T00:00:00
2848,Santa Clara,19684.0,293.0,74,6,2020-09-16T00:00:00
2849,Calaveras,254.0,13.0,6,0,2020-09-16T00:00:00
2850,Inyo,176.0,14.0,0,0,2020-09-16T00:00:00
2851,Sierra,6.0,0.0,0,0,2020-09-16T00:00:00
2852,Tulare,15314.0,255.0,111,2,2020-09-16T00:00:00
2853,San Mateo,8944.0,142.0,49,0,2020-09-16T00:00:00
2854,Nevada,495.0,5.0,1,0,2020-09-16T00:00:00
2855,Yolo,2709.0,53.0,1,0,2020-09-16T00:00:00
2856,Lassen,730.0,0.0,11,0,2020-09-16T00:00:00
2857,Yuba,1000.0,7.0,9,0,2020-09-16T00:00:00
2858,Imperial,10401.0,309.0,25,0,2020-09-16T00:00:00
2859,Contra Costa,15473.0,197.0,50,3,2020-09-16T00:00:00
2860,Mono,147.0,2.0,0,0,2020-09-16T00:00:00
2861,Riverside,55811.0,1136.0,242,11,2020-09-16T00:00:00
2862,Modoc,22.0,0.0,1,0,2020-09-16T00:00:00
2863,Mariposa,74.0,2.0,0,0,2020-09-16T00:00:00
2864,Shasta,635.0,12.0,8,0,2020-09-16T00:00:00
2865,Siskiyou,145.0,0.0,2,0,2020-09-16T00:00:00
2866,Monterey,8997.0,65.0,54,0,2020-09-16T00:00:00
2867,San Diego,43447.0,748.0,264,6,2020-09-16T00:00:00
2868,Kings,7002.0,77.0,25,0,2020-09-16T00:00:00
2869,Unassigned,1.0,0.0,0,0,2020-09-16T00:00:00
2870,San Joaquin,19377.0,399.0,64,7,2020-09-16T00:00:00
2871,Sutter,1567.0,10.0,11,0,2020-09-16T00:00:00
2872,Colusa,497.0,6.0,0,0,2020-09-16T00:00:00
2873,Trinity,15.0,0.0,0,0,2020-09-16T00:00:00
2874,Alpine,2.0,0.0,0,0,2020-09-16T00:00:00
2875,Del Norte,131.0,1.0,2,0,2020-09-16T00:00:00
2876,Ventura,12073.0,141.0,141,3,2020-09-16T00:00:00
2877,Fresno,27381.0,348.0,69,0,2020-09-16T00:00:00
2878,Solano,5899.0,52.0,21,0,2020-09-16T00:00:00
2879,Butte,2704.0,33.0,9,2,2020-09-16T00:00:00
2880,Napa,1587.0,13.0,7,0,2020-09-16T00:00:00
2881,Sierra,6.0,0.0,0,0,2020-09-15T00:00:00
2882,Sacramento,20487.0,358.0,110,2,2020-09-15T00:00:00
2883,Lassen,719.0,0.0,0,0,2020-09-15T00:00:00
2884,San Luis Obispo,3262.0,26.0,14,0,2020-09-15T00:00:00
2885,San Diego,43183.0,742.0,294,8,2020-09-15T00:00:00
2886,Placer,3331.0,39.0,29,0,2020-09-15T00:00:00
2887,Sutter,1556.0,10.0,7,0,2020-09-15T00:00:00
2888,Tulare,15203.0,253.0,107,6,2020-09-15T00:00:00
2889,Lake,416.0,7.0,9,0,2020-09-15T00:00:00
2890,Monterey,8943.0,65.0,98,1,2020-09-15T00:00:00
2891,Del Norte,129.0,1.0,13,0,2020-09-15T00:00:00
2892,Alpine,2.0,0.0,0,0,2020-09-15T00:00:00
2893,Kings,6977.0,77.0,27,0,2020-09-15T00:00:00
2894,Sonoma,6701.0,110.0,71,2,2020-09-15T00:00:00
2895,Tehama,484.0,3.0,9,2,2020-09-15T00:00:00
2896,San Mateo,8895.0,142.0,48,3,2020-09-15T00:00:00
2897,Amador,282.0,16.0,1,0,2020-09-15T00:00:00
2898,Nevada,494.0,5.0,5,0,2020-09-15T00:00:00
2899,Orange,50294.0,1105.0,145,12,2020-09-15T00:00:00
2900,San Benito,1237.0,10.0,4,0,2020-09-15T00:00:00
2901,Solano,5878.0,52.0,44,2,2020-09-15T00:00:00
2902,Plumas,44.0,0.0,2,0,2020-09-15T00:00:00
2903,Yuba,991.0,7.0,14,0,2020-09-15T00:00:00
2904,Butte,2695.0,31.0,53,3,2020-09-15T00:00:00
2905,Merced,8633.0,131.0,40,2,2020-09-15T00:00:00
2906,Humboldt,456.0,6.0,19,0,2020-09-15T00:00:00
2907,Mono,147.0,2.0,0,0,2020-09-15T00:00:00
2908,San Bernardino,50333.0,835.0,170,3,2020-09-15T00:00:00
2909,Stanislaus,15880.0,317.0,68,7,2020-09-15T00:00:00
2910,San Joaquin,19313.0,392.0,202,3,2020-09-15T00:00:00
2911,Contra Costa,15423.0,194.0,69,2,2020-09-15T00:00:00
2912,Glenn,531.0,3.0,10,0,2020-09-15T00:00:00
2913,El Dorado,1046.0,4.0,7,1,2020-09-15T00:00:00
2914,Santa Barbara,8724.0,107.0,32,1,2020-09-15T00:00:00
2915,Alameda,19931.0,356.0,80,24,2020-09-15T00:00:00
2916,Mendocino,724.0,18.0,14,1,2020-09-15T00:00:00
2917,Imperial,10376.0,309.0,36,1,2020-09-15T00:00:00
2918,Marin,6423.0,106.0,14,7,2020-09-15T00:00:00
2919,Unassigned,1.0,0.0,-6,0,2020-09-15T00:00:00
2920,Napa,1580.0,13.0,4,0,2020-09-15T00:00:00
2921,Mariposa,74.0,2.0,0,0,2020-09-15T00:00:00
2922,Madera,4122.0,58.0,18,0,2020-09-15T00:00:00
2923,Modoc,21.0,0.0,0,0,2020-09-15T00:00:00
2924,Kern,30429.0,333.0,85,1,2020-09-15T00:00:00
2925,Fresno,27312.0,348.0,80,11,2020-09-15T00:00:00
2926,Riverside,55569.0,1125.0,81,7,2020-09-15T00:00:00
2927,Tuolumne,209.0,3.0,1,0,2020-09-15T00:00:00
2928,Shasta,627.0,12.0,43,0,2020-09-15T00:00:00
2929,Santa Clara,19610.0,287.0,65,4,2020-09-15T00:00:00
2930,Colusa,497.0,6.0,11,0,2020-09-15T00:00:00
2931,San Francisco,10414.0,91.0,159,0,2020-09-15T00:00:00
2932,Trinity,15.0,0.0,1,0,2020-09-15T00:00:00
2933,Out Of Country,0.0,0.0,0,0,2020-09-15T00:00:00
2934,Siskiyou,143.0,0.0,0,0,2020-09-15T00:00:00
2935,Calaveras,248.0,13.0,4,3,2020-09-15T00:00:00
2936,Yolo,2708.0,53.0,21,0,2020-09-15T00:00:00
2937,Santa Cruz,2079.0,7.0,63,0,2020-09-15T00:00:00
2938,Inyo,176.0,14.0,0,0,2020-09-15T00:00:00
2939,Ventura,11932.0,138.0,29,3,2020-09-15T00:00:00
2940,Los Angeles,255048.0,6273.0,426,42,2020-09-15T00:00:00
2941,San Bernardino,50163.0,832.0,195,0,2020-09-14T00:00:00
2942,Mendocino,710.0,17.0,3,0,2020-09-14T00:00:00
2943,Sierra,6.0,0.0,0,0,2020-09-14T00:00:00
2944,Sonoma,6630.0,108.0,38,0,2020-09-14T00:00:00
2945,Sutter,1549.0,10.0,10,0,2020-09-14T00:00:00
2946,Kings,6950.0,77.0,13,0,2020-09-14T00:00:00
2947,San Luis Obispo,3248.0,26.0,8,3,2020-09-14T00:00:00
2948,Colusa,486.0,6.0,0,0,2020-09-14T00:00:00
2949,Ventura,11903.0,135.0,48,6,2020-09-14T00:00:00
2950,San Benito,1233.0,10.0,16,0,2020-09-14T00:00:00
2951,Butte,2642.0,28.0,2,0,2020-09-14T00:00:00
2952,Kern,30344.0,332.0,67,0,2020-09-14T00:00:00
2953,San Francisco,10255.0,91.0,1,0,2020-09-14T00:00:00
2954,Tulare,15096.0,247.0,-2,0,2020-09-14T00:00:00
2955,San Diego,42889.0,734.0,208,0,2020-09-14T00:00:00
2956,Del Norte,116.0,1.0,0,0,2020-09-14T00:00:00
2957,Santa Clara,19545.0,283.0,89,0,2020-09-14T00:00:00
2958,Mono,147.0,2.0,0,0,2020-09-14T00:00:00
2959,Imperial,10340.0,308.0,36,0,2020-09-14T00:00:00
2960,San Joaquin,19111.0,389.0,1,6,2020-09-14T00:00:00
2961,Merced,8593.0,129.0,18,2,2020-09-14T00:00:00
2962,Trinity,14.0,0.0,0,0,2020-09-14T00:00:00
2963,Out Of Country,0.0,0.0,0,0,2020-09-14T00:00:00
2964,San Mateo,8847.0,139.0,36,0,2020-09-14T00:00:00
2965,Placer,3302.0,39.0,11,0,2020-09-14T00:00:00
2966,Riverside,55488.0,1118.0,253,15,2020-09-14T00:00:00
2967,Yuba,977.0,7.0,10,0,2020-09-14T00:00:00
2968,Amador,281.0,16.0,2,0,2020-09-14T00:00:00
2969,Glenn,521.0,3.0,4,0,2020-09-14T00:00:00
2970,Lassen,719.0,0.0,0,0,2020-09-14T00:00:00
2971,Inyo,176.0,14.0,0,0,2020-09-14T00:00:00
2972,Orange,50149.0,1093.0,88,0,2020-09-14T00:00:00
2973,Santa Cruz,2016.0,7.0,0,0,2020-09-14T00:00:00
2974,Calaveras,244.0,10.0,-2,0,2020-09-14T00:00:00
2975,Alameda,19851.0,332.0,36,0,2020-09-14T00:00:00
2976,Yolo,2687.0,53.0,12,0,2020-09-14T00:00:00
2977,Santa Barbara,8692.0,106.0,2,1,2020-09-14T00:00:00
2978,Plumas,42.0,0.0,0,0,2020-09-14T00:00:00
2979,Sacramento,20377.0,356.0,98,6,2020-09-14T00:00:00
2980,Tehama,475.0,1.0,-1,0,2020-09-14T00:00:00
2981,Napa,1576.0,13.0,13,0,2020-09-14T00:00:00
2982,Fresno,27232.0,337.0,36,0,2020-09-14T00:00:00
2983,Unassigned,7.0,0.0,-1,0,2020-09-14T00:00:00
2984,Monterey,8845.0,64.0,19,0,2020-09-14T00:00:00
2985,Shasta,584.0,12.0,1,0,2020-09-14T00:00:00
2986,Marin,6409.0,99.0,14,0,2020-09-14T00:00:00
2987,Mariposa,74.0,2.0,0,0,2020-09-14T00:00:00
2988,Siskiyou,143.0,0.0,0,0,2020-09-14T00:00:00
2989,Alpine,2.0,0.0,0,0,2020-09-14T00:00:00
2990,Modoc,21.0,0.0,0,0,2020-09-14T00:00:00
2991,Tuolumne,208.0,3.0,0,0,2020-09-14T00:00:00
2992,Humboldt,437.0,6.0,3,1,2020-09-14T00:00:00
2993,Stanislaus,15812.0,310.0,53,0,2020-09-14T00:00:00
2994,Los Angeles,254622.0,6231.0,672,23,2020-09-14T00:00:00
2995,Nevada,489.0,5.0,3,0,2020-09-14T00:00:00
2996,Madera,4104.0,58.0,14,0,2020-09-14T00:00:00
2997,Contra Costa,15354.0,192.0,70,0,2020-09-14T00:00:00
2998,El Dorado,1039.0,3.0,4,1,2020-09-14T00:00:00
2999,Solano,5834.0,50.0,24,2,2020-09-14T00:00:00
3000,Lake,407.0,7.0,10,0,2020-09-14T00:00:00
3001,San Bernardino,49968.0,832.0,23,18,2020-09-13T00:00:00
3002,Glenn,517.0,3.0,0,0,2020-09-13T00:00:00
3003,Calaveras,246.0,10.0,0,0,2020-09-13T00:00:00
3004,Tulare,15098.0,247.0,80,0,2020-09-13T00:00:00
3005,Lassen,719.0,0.0,0,0,2020-09-13T00:00:00
3006,Santa Cruz,2016.0,7.0,0,0,2020-09-13T00:00:00
3007,Inyo,176.0,14.0,-1,0,2020-09-13T00:00:00
3008,Mono,147.0,2.0,0,0,2020-09-13T00:00:00
3009,Out Of Country,0.0,0.0,0,0,2020-09-13T00:00:00
3010,Nevada,486.0,5.0,4,0,2020-09-13T00:00:00
3011,Sierra,6.0,0.0,0,0,2020-09-13T00:00:00
3012,Trinity,14.0,0.0,-1,0,2020-09-13T00:00:00
3013,Los Angeles,253950.0,6208.0,794,11,2020-09-13T00:00:00
3014,Stanislaus,15759.0,310.0,84,0,2020-09-13T00:00:00
3015,Humboldt,434.0,5.0,4,0,2020-09-13T00:00:00
3016,Sonoma,6592.0,108.0,61,0,2020-09-13T00:00:00
3017,Sutter,1539.0,10.0,10,0,2020-09-13T00:00:00
3018,Tuolumne,208.0,3.0,0,0,2020-09-13T00:00:00
3019,San Joaquin,19110.0,383.0,2,0,2020-09-13T00:00:00
3020,San Mateo,8811.0,139.0,52,0,2020-09-13T00:00:00
3021,Contra Costa,15284.0,192.0,149,1,2020-09-13T00:00:00
3022,Del Norte,116.0,1.0,0,0,2020-09-13T00:00:00
3023,Santa Clara,19456.0,283.0,126,3,2020-09-13T00:00:00
3024,Imperial,10304.0,308.0,-1,0,2020-09-13T00:00:00
3025,Modoc,21.0,0.0,0,0,2020-09-13T00:00:00
3026,Alpine,2.0,0.0,0,0,2020-09-13T00:00:00
3027,Kings,6937.0,77.0,42,0,2020-09-13T00:00:00
3028,Siskiyou,143.0,0.0,2,0,2020-09-13T00:00:00
3029,Mariposa,74.0,2.0,2,0,2020-09-13T00:00:00
3030,Shasta,583.0,12.0,14,0,2020-09-13T00:00:00
3031,Riverside,55235.0,1103.0,177,0,2020-09-13T00:00:00
3032,San Diego,42681.0,734.0,265,0,2020-09-13T00:00:00
3033,Fresno,27196.0,337.0,120,0,2020-09-13T00:00:00
3034,San Luis Obispo,3240.0,23.0,20,0,2020-09-13T00:00:00
3035,Monterey,8826.0,64.0,83,0,2020-09-13T00:00:00
3036,Yuba,967.0,7.0,4,0,2020-09-13T00:00:00
3037,Madera,4090.0,58.0,32,0,2020-09-13T00:00:00
3038,Unassigned,8.0,0.0,7,0,2020-09-13T00:00:00
3039,Solano,5810.0,48.0,38,0,2020-09-13T00:00:00
3040,Colusa,486.0,6.0,0,0,2020-09-13T00:00:00
3041,Ventura,11855.0,129.0,96,0,2020-09-13T00:00:00
3042,Placer,3291.0,39.0,11,0,2020-09-13T00:00:00
3043,Merced,8575.0,127.0,42,0,2020-09-13T00:00:00
3044,Orange,50061.0,1093.0,166,0,2020-09-13T00:00:00
3045,Mendocino,707.0,17.0,7,0,2020-09-13T00:00:00
3046,Amador,279.0,16.0,1,0,2020-09-13T00:00:00
3047,Napa,1563.0,13.0,7,0,2020-09-13T00:00:00
3048,Tehama,476.0,1.0,5,0,2020-09-13T00:00:00
3049,Sacramento,20279.0,350.0,95,4,2020-09-13T00:00:00
3050,El Dorado,1035.0,2.0,1,0,2020-09-13T00:00:00
3051,Yolo,2675.0,53.0,29,0,2020-09-13T00:00:00
3052,Butte,2640.0,28.0,11,0,2020-09-13T00:00:00
3053,Plumas,42.0,0.0,0,0,2020-09-13T00:00:00
3054,Lake,397.0,7.0,4,0,2020-09-13T00:00:00
3055,San Benito,1217.0,10.0,9,0,2020-09-13T00:00:00
3056,Alameda,19815.0,332.0,57,12,2020-09-13T00:00:00
3057,Santa Barbara,8690.0,105.0,48,0,2020-09-13T00:00:00
3058,Marin,6395.0,99.0,2,0,2020-09-13T00:00:00
3059,Kern,30277.0,332.0,75,6,2020-09-13T00:00:00
3060,San Francisco,10254.0,91.0,-3,1,2020-09-13T00:00:00
3061,Mariposa,72.0,2.0,0,0,2020-09-12T00:00:00
3062,Shasta,569.0,12.0,1,0,2020-09-12T00:00:00
3063,San Francisco,10257.0,90.0,124,1,2020-09-12T00:00:00
3064,Ventura,11759.0,129.0,59,0,2020-09-12T00:00:00
3065,Imperial,10305.0,308.0,19,0,2020-09-12T00:00:00
3066,Madera,4058.0,58.0,40,0,2020-09-12T00:00:00
3067,Riverside,55058.0,1103.0,341,0,2020-09-12T00:00:00
3068,Lassen,719.0,0.0,0,0,2020-09-12T00:00:00
3069,Merced,8533.0,127.0,44,0,2020-09-12T00:00:00
3070,Calaveras,246.0,10.0,4,0,2020-09-12T00:00:00
3071,Marin,6393.0,99.0,29,0,2020-09-12T00:00:00
3072,Santa Cruz,2016.0,7.0,19,0,2020-09-12T00:00:00
3073,Nevada,482.0,5.0,-1,0,2020-09-12T00:00:00
3074,Mono,147.0,2.0,2,0,2020-09-12T00:00:00
3075,Inyo,177.0,14.0,1,0,2020-09-12T00:00:00
3076,San Luis Obispo,3220.0,23.0,30,0,2020-09-12T00:00:00
3077,El Dorado,1034.0,2.0,10,0,2020-09-12T00:00:00
3078,Tulare,15018.0,247.0,86,0,2020-09-12T00:00:00
3079,Trinity,15.0,0.0,-1,0,2020-09-12T00:00:00
3080,Alameda,19758.0,320.0,133,0,2020-09-12T00:00:00
3081,Out Of Country,0.0,0.0,0,0,2020-09-12T00:00:00
3082,San Diego,42416.0,734.0,445,4,2020-09-12T00:00:00
3083,Contra Costa,15135.0,191.0,134,2,2020-09-12T00:00:00
3084,Mendocino,700.0,17.0,0,0,2020-09-12T00:00:00
3085,Sonoma,6531.0,108.0,62,10,2020-09-12T00:00:00
3086,Fresno,27076.0,337.0,159,0,2020-09-12T00:00:00
3087,Los Angeles,253156.0,6197.0,1099,26,2020-09-12T00:00:00
3088,Plumas,42.0,0.0,0,0,2020-09-12T00:00:00
3089,Tehama,471.0,1.0,5,0,2020-09-12T00:00:00
3090,Sierra,6.0,0.0,0,0,2020-09-12T00:00:00
3091,San Joaquin,19108.0,383.0,89,0,2020-09-12T00:00:00
3092,Del Norte,116.0,1.0,1,0,2020-09-12T00:00:00
3093,Amador,278.0,16.0,1,0,2020-09-12T00:00:00
